,Country,Region,Happiness Rank_2015,Happiness Score_2015,GDP Per Capita_2015,Family_2015,Health (Life Expectancy)_2015,Freedom_2015,Trust (Government Corruption)_2015,Generosity_2015,Dystopia Residual_2015,Happiness Rank_2016,Happiness Score_2016,GDP Per Capita_2016,Family_2016,Health (Life Expectancy)_2016,Freedom_2016,Trust (Government Corruption)_2016,Generosity_2016,Dystopia Residual_2016,Happiness Rank_2017,Happiness Score_2017,GDP Per Capita_2017,Family_2017,Health (Life Expectancy)_2017,Freedom_2017,Trust (Government Corruption)_2017,Generosity_2017,Dystopia Residual_2017,Happiness Rank_2018,Happiness Score_2018,GDP Per Capita_2018,Family_2018,Health (Life Expectancy)_2018,Freedom_2018,Trust (Government Corruption)_2018,Generosity_2018,Dystopia Residual_2018,Happiness Rank_2019,Happiness Score_2019,GDP Per Capita_2019,Family_2019,Health (Life Expectancy)_2019,Freedom_2019,Trust (Government Corruption)_2019,Generosity_2019,Dystopia Residual_2019
96,Kenya,Sub-Saharan Africa,125,4.419,0.36471,0.99876,0.41435,0.42215,0.05839,0.37542,1.78555,122,4.356,0.52267,0.7624,0.3014699999999999,0.40576,0.06686,0.41328,1.88326,112,4.55299997329712,0.560479462146759,1.06795072555542,0.309988349676132,0.4527637660503389,0.0646413192152977,0.444860309362411,1.6519021987915,124,4.41,0.493,0.9430369085184732,0.4539999999999999,0.504,0.055,0.352,1.7735707329304997,121,4.509,0.512,0.9430369085184732,0.581,0.431,0.053,0.372,1.7735707329304997
97,Armenia,Central and Eastern Europe,127,4.35,0.7682100000000001,0.7771100000000001,0.7299,0.19847,0.039,0.07855,1.75873,121,4.36,0.8608600000000001,0.6247699999999999,0.64083,0.14037,0.03616,0.07793,1.97864,121,4.37599992752075,0.900596737861633,1.00748372077942,0.637524425983429,0.198303267359734,0.0266744215041399,0.0834880918264389,1.5214991569519,129,4.321000000000001,0.816,0.8031212402598067,0.6659999999999999,0.26,0.0279999999999999,0.077,1.7529563856506334,116,4.559,0.85,0.8031212402598067,0.815,0.283,0.064,0.095,1.7529563856506334
98,Botswana,Sub-Saharan Africa,128,4.332,0.99355,1.10464,0.04776,0.49495,0.12474,0.10461,1.46181,137,3.974,1.09426,0.89186,0.34752,0.4408899999999999,0.10769,0.12425,0.96741,142,3.7660000324249294,1.12209415435791,1.22155499458313,0.341755509376526,0.505196332931519,0.0985831990838051,0.0993484482169151,0.3779137134552,146,3.59,1.017,1.0726849981943767,0.417,0.557,0.092,0.042,0.9357112378184,148,3.488,1.041,1.0726849981943767,0.5379999999999999,0.455,0.1,0.025,0.9357112378184
99,Georgia,Central and Eastern Europe,130,4.297,0.7419,0.3856199999999999,0.72926,0.4057699999999999,0.38331,0.05547,1.59541,126,4.252,0.8379200000000001,0.19249,0.64035,0.32461,0.3188,0.06786,1.87031,125,4.28599977493286,0.950612664222717,0.57061493396759,0.649546980857849,0.309410035610199,0.251666635274887,0.0540088154375553,1.50013780593872,128,4.34,0.853,0.38290831132253,0.643,0.375,0.215,0.038,1.6552859353129066,119,4.519,0.8859999999999999,0.38290831132253,0.752,0.346,0.1639999999999999,0.043,1.6552859353129066
100,Malawi,Sub-Saharan Africa,131,4.292,0.01604,0.41134,0.22562,0.43054,0.06977,0.33128,2.80791,132,4.156000000000001,0.08709,0.147,0.29364,0.4143,0.07564,0.30968,2.82859,136,3.97000002861023,0.233442038297653,0.5125688314437871,0.315089583396912,0.466914653778076,0.0727116540074348,0.287170469760895,2.08178615570068,147,3.587,0.186,0.3569696104812623,0.306,0.531,0.08,0.21,2.5727620519002268,150,3.41,0.191,0.3569696104812623,0.495,0.4429999999999999,0.089,0.218,2.5727620519002268
101,Sri Lanka,Southern Asia,132,4.271,0.83524,1.01905,0.70806,0.5372600000000001,0.09179,0.40828,0.67108,117,4.415,0.97318,0.84783,0.62007,0.50817,0.07964,0.46978,0.91681,120,4.44000005722046,1.00985014438629,1.25997638702393,0.625130832195282,0.561213254928589,0.0736539661884308,0.4908635616302489,0.419389247894287,116,4.471,0.918,1.04228546234131,0.672,0.585,0.05,0.307,0.669093082631429,130,4.3660000000000005,0.949,1.04228546234131,0.831,0.47,0.047,0.244,0.669093082631429
102,Cameroon,Sub-Saharan Africa,133,4.252,0.4225,0.8876700000000001,0.2340199999999999,0.49309,0.05786,0.20618,1.95071,114,4.513,0.5249699999999999,0.62542,0.1269799999999999,0.42736,0.06126,0.2268,2.5198,107,4.69500017166138,0.564305365085602,0.946018218994141,0.132892116904259,0.430388748645782,0.0513066314160824,0.236298456788063,2.3336455821991,99,4.975,0.535,0.8197027396647137,0.182,0.4539999999999999,0.043,0.183,2.268051860733033,96,5.044,0.5489999999999999,0.8197027396647137,0.331,0.381,0.037,0.187,2.268051860733033
103,Bulgaria,Central and Eastern Europe,134,4.218,1.01216,1.10614,0.76649,0.30587,0.00872,0.11921,0.89991,129,4.217,1.11306,0.92542,0.67806,0.21219,0.00615,0.12793,1.15377,105,4.71400022506714,1.1614590883255,1.43437945842743,0.708217680454254,0.2892317175865169,0.0110515309497714,0.113177694380283,0.996139287948608,100,4.933,1.054,1.1553131528091434,0.7120000000000001,0.359,0.009,0.064,1.0166064293162027,97,5.011,1.092,1.1553131528091434,0.815,0.311,0.004,0.081,1.0166064293162027
104,Egypt,Middle East and Northern Africa,135,4.194,0.8818,0.747,0.61712,0.17288,0.06324,0.11291,1.59927,120,4.362,0.95395,0.49813,0.5211600000000001,0.18847,0.10393,0.1270599999999999,1.96895,104,4.7350001335144,0.989701807498932,0.997471392154694,0.520187258720398,0.2821101546287539,0.114381365478039,0.128631442785263,1.70216107368469,122,4.419,0.885,0.747533797384898,0.5529999999999999,0.312,0.107,0.092,1.75679369122823,137,4.166,0.913,0.747533797384898,0.644,0.241,0.067,0.076,1.75679369122823
105,Yemen,Middle East and Northern Africa,136,4.077,0.5464899999999999,0.68093,0.40064,0.3557099999999999,0.07854,0.09131,1.92313,147,3.724,0.57939,0.47493,0.31048,0.2287,0.05892,0.09821,1.97295,146,3.59299993515015,0.5916834473609921,0.93538224697113,0.310080915689468,0.249463722109795,0.0567674227058887,0.104125209152699,1.34560060501099,152,3.355,0.442,0.6970807489903766,0.3429999999999999,0.244,0.064,0.083,1.7472268683369967,151,3.38,0.287,0.6970807489903766,0.4629999999999999,0.143,0.077,0.108,1.7472268683369967
106,Mali,Sub-Saharan Africa,138,3.995,0.26074,1.03526,0.20583,0.3885699999999999,0.12352,0.18798,1.79293,135,4.073,0.31292,0.8633299999999999,0.16347,0.27544,0.13647,0.21064,2.11087,127,4.19000005722046,0.476180493831635,1.2814733982086202,0.169365674257278,0.306613743305206,0.1049702465534209,0.183354198932648,1.66819095611572,118,4.447,0.37,1.0600211327362068,0.152,0.367,0.0559999999999999,0.139,1.85733031870524,128,4.39,0.385,1.0600211327362068,0.308,0.327,0.052,0.153,1.85733031870524
107,Congo (Brazzaville),Sub-Saharan Africa,139,3.989,0.67866,0.6629,0.31051,0.41466,0.1168599999999999,0.1238799999999999,1.68135,127,4.236000000000001,0.7710899999999999,0.4779899999999999,0.28212,0.37938,0.0975299999999999,0.12077,2.10681,124,4.29099988937378,0.8089642524719242,0.8320443630218509,0.28995743393898,0.4350258708000179,0.0796181336045265,0.1208521276712419,1.72413563728333,114,4.559,0.682,0.6576447876739503,0.3429999999999999,0.514,0.077,0.091,1.8374318790944433,103,4.812,0.6729999999999999,0.6576447876739503,0.508,0.372,0.093,0.105,1.8374318790944433
108,Uganda,Sub-Saharan Africa,141,3.931,0.2110199999999999,1.13299,0.3386099999999999,0.4572699999999999,0.07267,0.29066,1.42766,145,3.739,0.34719,0.90981,0.19625,0.43653,0.06442,0.27102,1.51416,133,4.08099985122681,0.381430715322495,1.12982773780823,0.217632606625557,0.443185955286026,0.057069718837738,0.325766056776047,1.526362657547,135,4.1610000000000005,0.322,1.05754257926941,0.237,0.45,0.061,0.259,1.4893942191823333,136,4.189,0.332,1.05754257926941,0.4429999999999999,0.356,0.06,0.252,1.4893942191823333
109,Senegal,Sub-Saharan Africa,142,3.904,0.36498,0.97619,0.4354,0.36772,0.1071299999999999,0.20843,1.44395,128,4.218999999999999,0.44314,0.7741600000000001,0.40457,0.31056,0.11681,0.19103,1.97861,115,4.53499984741211,0.479309022426605,1.17969191074371,0.409362852573395,0.3779222667217249,0.1154604479670519,0.183468893170357,1.78964614868164,109,4.631,0.429,0.97668063691457,0.433,0.406,0.0819999999999999,0.138,1.7374020495605464,111,4.681,0.45,0.97668063691457,0.5710000000000001,0.292,0.072,0.153,1.7374020495605464
110,Gabon,Sub-Saharan Africa,143,3.896,1.06024,0.90528,0.43372,0.31914,0.11091,0.06822,0.99895,134,4.121,1.15851,0.72368,0.3494,0.28098,0.09314,0.0624399999999999,1.4533200000000002,118,4.46500015258789,1.1982102394104,1.1556202173233,0.3565785884857179,0.312328577041626,0.0760467872023582,0.0437853783369064,1.3229162693023702,103,4.758,1.036,0.9281934057744333,0.4039999999999999,0.356,0.052,0.032,1.2583954231007901,104,4.799,1.057,0.9281934057744333,0.5710000000000001,0.295,0.055,0.043,1.2583954231007901
111,Cambodia,Southeastern Asia,145,3.819,0.46038,0.62736,0.61114,0.66246,0.07247,0.40359,0.98195,140,3.907,0.55604,0.5375,0.42494,0.5885199999999999,0.08092,0.40339,1.3157299999999998,129,4.1680002212524405,0.6017650961875921,1.00623834133148,0.429783403873444,0.633375823497772,0.0681059509515762,0.385922968387604,1.04294109344482,120,4.433,0.5489999999999999,0.7236994471104934,0.457,0.696,0.065,0.256,1.1135403644816064,109,4.7,0.574,0.7236994471104934,0.637,0.609,0.062,0.2319999999999999,1.1135403644816064
112,Tanzania,Sub-Saharan Africa,146,3.781,0.2852,1.00268,0.38215,0.32878,0.05747,0.3437699999999999,1.38079,149,3.666,0.47155,0.77623,0.357,0.3176,0.05099,0.31472,1.37769,153,3.34899997711182,0.511135876178741,1.04198980331421,0.364509284496307,0.390017777681351,0.0660351067781448,0.354256361722946,0.621130466461182,153,3.303,0.455,0.94029993443807,0.381,0.481,0.0969999999999999,0.27,1.1265368221537273,153,3.2310000000000003,0.476,0.94029993443807,0.499,0.417,0.147,0.276,1.1265368221537273
113,Madagascar,Sub-Saharan Africa,147,3.681,0.20824,0.66801,0.46721,0.19184,0.0812399999999999,0.21333,1.851,148,3.695,0.27954,0.46115,0.37109,0.13684,0.07506,0.2204,2.15075,144,3.64400005340576,0.305808693170547,0.9130203723907472,0.375223308801651,0.189196765422821,0.0672319754958153,0.208732530474663,1.58461260795593,143,3.774,0.262,0.6807267907969158,0.402,0.221,0.049,0.155,1.862120869318643,143,3.933,0.2739999999999999,0.6807267907969158,0.555,0.148,0.0409999999999999,0.1689999999999999,1.862120869318643
114,Chad,Sub-Saharan Africa,149,3.667,0.34193,0.76062,0.1501,0.23501,0.05269,0.18386,1.94296,144,3.763,0.4221399999999999,0.63178,0.0382399999999999,0.12807,0.04952,0.18667,2.3063700000000003,137,3.9360001087188703,0.4380129873752589,0.953855872154236,0.0411347150802612,0.16234202682972,0.0535818822681904,0.216113850474358,2.07123804092407,131,4.301,0.358,0.7820852907180785,0.053,0.1889999999999999,0.06,0.181,2.106856013641357,132,4.35,0.35,0.7820852907180785,0.192,0.174,0.078,0.198,2.106856013641357
115,Guinea,Sub-Saharan Africa,150,3.656,0.17417,0.46475,0.24009,0.37725,0.12139,0.28657,1.99172,151,3.607,0.22415,0.3109,0.18829,0.30953,0.1192,0.29914,2.15604,149,3.50699996948242,0.244549930095673,0.7912446856498722,0.194129139184952,0.348587512969971,0.110937617719173,0.264815092086792,1.55231189727783,140,3.964,0.344,0.5222982285499573,0.211,0.3939999999999999,0.094,0.185,1.9000239657592768,118,4.534,0.38,0.5222982285499573,0.375,0.332,0.086,0.207,1.9000239657592768
116,Ivory Coast,Sub-Saharan Africa,151,3.655,0.46534,0.77115,0.15185,0.46866,0.17922,0.20165,1.41723,139,3.916,0.55507,0.57576,0.04476,0.40663,0.1553,0.20338,1.97478,128,4.17999982833862,0.6030489206314089,0.904780030250549,0.0486421696841717,0.4477061927318571,0.130061775445938,0.201237469911575,1.84496426582336,107,4.671,0.541,0.7505633434168497,0.08,0.467,0.103,0.146,1.7456580886077866,99,4.944,0.569,0.7505633434168497,0.2319999999999999,0.352,0.09,0.154,1.7456580886077866
117,Burkina Faso,Sub-Saharan Africa,152,3.587,0.2581199999999999,0.85188,0.27125,0.39493,0.12832,0.2174699999999999,1.46494,145,3.739,0.31995,0.63054,0.21297,0.3337,0.12533,0.24353,1.87319,134,4.03200006484985,0.3502277135849,1.04328000545502,0.2158442586660389,0.324367851018906,0.120328105986118,0.250864684581757,1.72721290588379,121,4.424,0.314,0.84190000181834,0.254,0.312,0.128,0.175,1.6884476352945965,115,4.587,0.331,0.84190000181834,0.38,0.255,0.113,0.177,1.6884476352945965
118,Afghanistan,Southern Asia,153,3.575,0.31982,0.30285,0.30335,0.23414,0.09719,0.3651,1.9521,154,3.36,0.38227,0.11037,0.17344,0.1643,0.07112,0.31268,2.14558,141,3.79399991035461,0.401477217674255,0.581543326377869,0.1807467788457869,0.106179520487785,0.0611578300595284,0.311870932579041,2.15080118179321,145,3.632,0.332,0.3315877754592897,0.255,0.085,0.036,0.191,2.0828270605977366,154,3.2030000000000003,0.35,0.3315877754592897,0.361,0.0,0.025,0.158,2.0828270605977366
119,Burundi,Sub-Saharan Africa,157,2.905,0.0153,0.4158699999999999,0.22396,0.1185,0.10062,0.19727,1.83302,157,2.905,0.06831,0.23442,0.15747,0.0432,0.09419,0.2029,2.1040400000000004,154,2.90499997138977,0.091622568666935,0.629793584346771,0.151610791683197,0.0599007532000542,0.0841479450464249,0.2044351845979689,1.68302416801453,156,2.905,0.091,0.4266945281155903,0.145,0.065,0.076,0.149,1.8733613893381769,145,3.775,0.046,0.4266945281155903,0.38,0.22,0.18,0.176,1.8733613893381769
120,Togo,Sub-Saharan Africa,158,2.839,0.20868,0.13995,0.28443,0.36453,0.1073099999999999,0.1668099999999999,1.56726,155,3.303,0.28123,0.0,0.24811,0.34678,0.11587,0.17517,2.1354,150,3.4949998855590803,0.3054447174072269,0.4318825304508211,0.247105568647385,0.38042613863945,0.0956650152802467,0.1968961507081989,1.8372292518615705,139,3.999,0.259,0.19061084348360702,0.253,0.434,0.1009999999999999,0.158,1.8466297506205234,139,4.085,0.275,0.19061084348360702,0.41,0.293,0.085,0.177,1.8466297506205234
